# x_m, y_m, w_tr_right_m, w_tr_left_m
6.996582, 8.516662, 1.615177, 1.615177
6.734254, 8.942631, 1.615177, 1.615177
6.471927, 9.368600, 1.615177, 1.615177
6.209599, 9.794569, 1.615177, 1.615177
5.947271, 10.220538, 1.615177, 1.615177
5.684944, 10.646507, 1.615177, 1.615177
5.422616, 11.072476, 1.615177, 1.615177
5.160288, 11.498445, 1.615177, 1.615177
4.897961, 11.924414, 1.615177, 1.615177
4.635633, 12.350383, 1.615177, 1.615177
4.373306, 12.776352, 1.615177, 1.615177
4.110978, 13.202321, 1.615177, 1.615177
3.848650, 13.628290, 1.615177, 1.615177
3.586323, 14.054259, 1.615177, 1.615177
3.323995, 14.480228, 1.615177, 1.615177
3.061668, 14.906197, 1.615177, 1.615177
2.799340, 15.332166, 1.615177, 1.615177
2.537012, 15.758135, 1.615177, 1.615177
2.274685, 16.184104, 1.615177, 1.615177
2.012357, 16.610073, 1.615177, 1.615177
1.750029, 17.036042, 1.615177, 1.615177
1.487702, 17.462011, 1.615177, 1.615177
1.225374, 17.887980, 1.615177, 1.615177
0.963047, 18.313949, 1.615177, 1.615177
0.700719, 18.739918, 1.615177, 1.615177
0.438391, 19.165887, 1.615177, 1.615177
0.157637, 19.579491, 1.615177, 1.615177
-0.181329, 19.946705, 1.615177, 1.615177
-0.572702, 20.257460, 1.615177, 1.615177
-1.007181, 20.504376, 1.615177, 1.615177
-1.474445, 20.681585, 1.615177, 1.615177
-1.963390, 20.784877, 1.615177, 1.615177
-2.462399, 20.811799, 1.615177, 1.615177
-2.959617, 20.761711, 1.615177, 1.615177
-3.443228, 20.635804, 1.615177, 1.615177
-3.901744, 20.437069, 1.615177, 1.615177
-4.324269, 20.170230, 1.615177, 1.615177
-4.700765, 19.841625, 1.615177, 1.615177
-5.022287, 19.459063, 1.615177, 1.615177
-5.281195, 19.031633, 1.615177, 1.615177
-5.471337, 18.569491, 1.615177, 1.615177
-5.588197, 18.083618, 1.615177, 1.615177
-5.628998, 17.585557, 1.615177, 1.615177
-5.602463, 17.086169, 1.615177, 1.615177
-5.565611, 16.587263, 1.615177, 1.615177
-5.528758, 16.088357, 1.615177, 1.615177
-5.491906, 15.589451, 1.615177, 1.615177
-5.455054, 15.090545, 1.615177, 1.615177
-5.418202, 14.591639, 1.615177, 1.615177
-5.381349, 14.092733, 1.615177, 1.615177
-5.344497, 13.593827, 1.615177, 1.615177
-5.307645, 13.094921, 1.615177, 1.615177
-5.270793, 12.596014, 1.615177, 1.615177
-5.233940, 12.097108, 1.615177, 1.615177
-5.197088, 11.598202, 1.615177, 1.615177
-5.160236, 11.099296, 1.615177, 1.615177
-5.123384, 10.600390, 1.615177, 1.615177
-5.086531, 10.101484, 1.615177, 1.615177
-5.049679, 9.602578, 1.615177, 1.615177
-5.012827, 9.103672, 1.615177, 1.615177
-4.975975, 8.604766, 1.615177, 1.615177
-4.939122, 8.105860, 1.615177, 1.615177
-4.902270, 7.606954, 1.615177, 1.615177
-4.865418, 7.108048, 1.615177, 1.615177
-4.828566, 6.609142, 1.615177, 1.615177
-4.791713, 6.110235, 1.615177, 1.615177
-4.754861, 5.611329, 1.615177, 1.615177
-4.718009, 5.112423, 1.615177, 1.615177
-4.681157, 4.613517, 1.615177, 1.615177
-4.644304, 4.114611, 1.615177, 1.615177
-4.607452, 3.615705, 1.615177, 1.615177
-4.577255, 3.116447, 1.615177, 1.615177
-4.612450, 2.617976, 1.615177, 1.615177
-4.725739, 2.131289, 1.615177, 1.615177
-4.900219, 1.662528, 1.615177, 1.615177
-5.080306, 1.195801, 1.615177, 1.615177
-5.260392, 0.729074, 1.615177, 1.615177
-5.440478, 0.262347, 1.615177, 1.615177
-5.620565, -0.204380, 1.615177, 1.615177
-5.800651, -0.671108, 1.615177, 1.615177
-5.980737, -1.137835, 1.615177, 1.615177
-6.160824, -1.604562, 1.615177, 1.615177
-6.340910, -2.071289, 1.615177, 1.615177
-6.520996, -2.538016, 1.615177, 1.615177
